"mz","rt","mca_1_l_d2o","mca_1_l_h2o","mca_1_p_d2o","mca_1_p_h2o","mca_12_l_d2o","mca_12_l_h2o","mca_12_p_d2o","mca_12_p_h2o","mca_13_l_d2o","mca_13_l_h2o","mca_13_p_d2o","mca_13_p_h2o","mca_3_l_d2o","mca_3_l_h2o","mca_3_p_d2o","mca_3_p_h2o"
"309.1","2007",71560.3422340747,73761.5193913379,23395.44976924,3908.54692379938,48202.2048764652,48085.5703635092,510.444430336839,169.525336101499,66435.4693830031,7670.17119518093,244982.820645577,42370.9895648659,259860.985521234,690495.097987509,90972.9292553235,569857.525593745
"309.2","577",1308602.00214844,161.971065811822,2021451.97324218,158.600911113033,1728.33492566106,1534.4573964379,2085.90037928357,1407.61355853138,1574119.40888672,305.713546723517,55765.1115210938,43099.5601363431,563678.894228908,94107.4189965822,244065.037387152,0
"310.1","861",731304.03355168,883950.040293745,274292.113144921,1138149.7709414,103759.949849414,89636.4171999417,337532.774341948,598889.506469349,254259.907226368,109114.993748438,6384.79202756657,536843.046740625,1487088.3269351,2185628.94504695,54774.1370519078,699417.61115625
"310.1","1141",1229342.12225693,4865724.86055557,131881.924890625,675165.003491376,4806.11170999373,3156.55407243174,4275.53514265953,5433.20277326655,264463.176392579,146646.481481716,111063.982983871,4388223.07376119,6205861.01015621,79363589.984135,11127.3411602602,1007062.05462584
"310.1","956",4288617.73605,15611863.2695834,205437.305661058,1675351.64623359,67818.6005964002,14716.6452095582,59324.9927908761,51286.8711579466,592937.924059122,149765.874983473,20171.3172874295,2535174.97512621,9374742.94867787,73207538.5392856,43395.378045185,9746475.17725964
"310.3","2535",79566.8424134778,55040.0506558934,60018.7934968436,49885.0020972638,61075.9361914062,72374.4942930169,41299.8685218735,34835.8314981442,90361.9386691825,103567.261071778,85936.7667304699,79586.7144639732,84959.1773648406,60132.2186305237,33641.9833842344,90536.4586359364
"311.1","1141",365348.962640848,905855.82252404,374293.973627932,126116.899041138,2913.39023265541,1464.80521455263,584.476935237312,774.92451164271,104231.204476319,46661.3784177217,96038.7056385207,856350.33355603,2637476.41243053,16835049.7988583,37180.7109099119,200168.617336557
"311.2","2e+03",71076.6856990734,64862.9169665527,97160.9446936967,68889.7423968742,62743.2012351571,59735.6284312493,61609.3298039047,62212.7638081049,107723.000592775,64430.6794677256,1303628.88330702,64781.9402365717,69733.5419839707,73230.863794663,408499.311466403,68667.6040392357
"311.1","957",2104750.00307092,3298206.98104168,469341.368700006,329295.917434569,15725.2701285003,4611.32401319981,15601.2494127709,14331.8768109094,477613.914939845,48409.186957938,48800.143318528,499900.392602164,6451287.64419638,34019223.7111825,112550.705248849,1885736.41020433
"311.1","859",262836.075730167,217742.214135028,126407.169187207,220105.95479912,24202.9888327967,20396.4787419168,71648.6439618391,120186.615520582,351670.035996659,23319.784223486,2179.53061283876,110954.61963623,487429.68635625,719592.801720523,46179.3025781247,141358.1909625
"311.3","2401",47723.3690703866,44045.3388955925,47086.379405882,45802.1002331544,43729.2022057158,46451.9726440443,35757.5795731775,34956.2397357648,43606.1674437408,53430.7734272903,43509.3330427895,44407.1920137846,73780.0235881711,45543.5847140564,54352.6534175946,51662.7466904855
"312.1","956",1410951.03080229,442777.16919271,257826.475945765,47587.4411731172,5819.70201280072,1179.3661459742,2366.36232615528,2934.5962260964,435790.203198046,17725.9134743336,27505.1216327997,70310.0661563927,4418937.63618054,4436056.58890215,192887.79246303,254720.381932843
"312.2","575",1342872.7277625,1218432.03807657,1915223.17904999,599591.706918571,182778.545776909,154182.305138889,233920.866679688,151227.335004883,398122.890058592,145350.068856337,27961.546161621,363326.964167669,1146497.00706129,917259.78045,284472.131380208,62856.4669392279
"312.1","786",1938534.50109374,5010050.526675,348167.870183294,296046.750920759,14021.8518143754,3238.69112414262,54359.078540497,73901.2332346272,1045889.22945235,89453.0923259769,1934.78041062539,712531.697090628,7606315.76110315,47141167.7981252,48631.3340554688,1178522.55834961
"312.1","1097",98609.0273923102,72318.9010532023,156403.965993749,345039.994317905,1177.03249036092,1359.028140645,43146.0411208769,45558.488235239,43554.0865057843,34428.8826984371,110202.199279689,373682.362546871,1427385.67645835,2400524.20181792,120909.725243326,229142.586887017
"312.3","2655",45159.186719812,41269.0073398485,58877.4604972459,61928.1409639566,3472.77811590094,2843.23855913606,6905.65150056345,5858.77908752079,36366.961788105,46494.6336794652,45544.5828175692,82068.0235827891,41794.9288107969,37998.3573282326,30888.8597909948,39849.5105398422
"313.2","956",2411845.0903125,1786934.12835,1374206.65792518,2664745.20667066,779238.998383415,695125.159250298,1106448.24743464,3290812.87115984,551239.785188802,292052.17786875,701533.467980771,1170904.22951659,3381169.46031249,2409959.05853365,1281523.05857639,2495880.53282001
"313.1","786",1266710.34258714,977694.04220625,102587.988630469,62607.1760375976,5981.80714137141,1920.73113468349,6607.98885110901,11293.4445021725,992377.923198992,24385.8642835808,0,147545.314660547,4412808.66647814,10593078.0453876,7741.09732282353,232697.781772085
"313.1","1137",191226.736781252,21045.4506247624,241633.574915491,68895.8896687492,2826.45750940586,1019.59825481216,163.085352096876,0,113749.343712011,12825.740287527,294166.140824817,78210.8135484366,973021.552430559,301615.051607452,387058.320095487,47932.0918992182
"313.3","2432",1030881.9194458,980989.14535839,165360.463511353,216077.628341675,630459.241942734,657305.333205463,765206.244186403,730531.598261718,860120.211053446,1009397.08005432,153766.72014954,634312.536301752,1003210.76799683,1317425.78449222,193895.576175003,171522.445436097
"313.2","1989",124955.866113234,82218.028617555,212701.821718754,83051.1924192632,96576.7467660636,93976.720978125,92240.007883595,92496.5750459547,122851.075033337,83138.8441530754,1815602.95237498,84132.1022392103,90849.4655367599,82154.1634116501,832492.242502986,48981.1355837874
"313.2","575",337531.706336807,249886.77220459,1461719.56275541,128527.654533128,29318.5347662022,28915.7895768844,42093.8021947462,29058.210341865,190857.965739258,29601.711318236,8248.19911880264,75513.169783842,258359.964156399,182975.358445313,307065.900585937,15263.8521535382
"313.3","2720",213821.727986114,222488.122596982,27551.6037684288,55577.0069747498,95408.3571320562,105734.74140499,21441.6370866549,8274.16055470289,244244.912845056,295781.689428884,14488.8783806382,67605.6980273434,132328.167724262,102187.911728808,11016.9382920308,27166.7085607118
"313.3","2133",202317.208330559,204236.519194572,13187.5925803268,13693.2733325509,79677.5950089856,78292.4631903078,77609.3596479505,12393.5033583483,101054.441954696,172986.75777369,77083.7166119386,45452.7336944481,180553.323374711,129874.288827968,107117.878870314,15984.3468015432
"314.1","275",710951.869849136,348237.76363228,877686.06252155,1546154.27134487,1321022.9421596,1578500.93405173,875919.491601564,2869485.09441965,1081905.24892241,7609905.76941963,208121.642944336,17386622.1744828,3207323.64035993,11295908.0565517,814248.031891742,2368497.72025863
"314.2","750",1672290.24145132,3741510.08429999,804880.190445553,1622650.88305663,20964.7914687461,21245.78337975,51328.2740899658,85900.6334299537,1692914.5376322,2606545.50745943,37520.9318133546,7898249.3927885,6705662.58360578,21399990.0248276,562033.59551908,3009107.67674998
"314.1","553",5685616.72760417,18029082.0188889,1301166.12056021,4877286.19810097,175272.870277777,113523.809869792,501087.396373695,1035397.41208333,5139913.82972221,4888471.73119419,124041.228187934,10719564.7597099,12579887.1776786,45017790.0229167,309631.459739583,4001334.4316827
"314.3","2432",210739.438651733,199246.333139647,39375.0331475125,48546.4009894127,131803.208705289,139984.659802001,160653.537442967,150471.440876465,194372.50590179,210564.594710999,36117.894022523,135798.401889403,217195.502204133,263945.743898441,44919.3237234381,41061.7653072751
"314.2","952",1403897.15448093,166464.391138526,1259103.49703275,275953.439105317,94095.1777849474,81034.4651254504,122512.265100098,348571.194262318,387715.628596873,25852.6993820562,327436.09008714,84682.1975443439,2229392.6058173,293676.395970267,1251439.50717014,261894.805283766
"315.1","276",121377.193905057,61773.1767144557,288424.264752155,236243.428397043,208189.569665948,246236.752887932,140853.834568966,443129.977693967,204908.848289852,1135374.32879464,68621.7166828342,2696793.21336208,530169.006746651,1637014.70306919,315536.494364224,358982.735398708
"315.1","555",2999232.96091146,3694649.20354168,346300.713426722,940207.221649309,42924.5927300086,27223.6161026512,100335.873694786,208823.511944444,3652641.55075521,966147.96222222,28382.5423549311,2058803.00892362,5574069.65307292,10164850.5332292,199809.860894097,767662.921388223
"315.2","2121",260114.630378031,264965.08134018,198987.155805236,242954.466780472,133560.592504276,109232.174572678,226027.515030213,302734.824856102,486325.175854798,157236.207273563,30893.8328087852,549940.811250789,167805.385929491,108850.196657654,48326.4790761555,28814.4142150594
"315.2","747",736749.77440204,757051.835685842,173405.96057251,327029.935702513,6776.55464525085,6672.04139897956,46470.0601375487,89833.2497964841,1274616.70602765,547139.526618839,5322.89089452773,1553034.89926759,2517922.73816106,4706851.75031251,131170.324091985,603610.513481247
"316.1","47",57238.2793561658,61641.7714934193,23047.2861446432,56160.5712405396,82814.9544630432,75554.4849700928,89335.7049625488,5039.10049553888,128713.692317531,146779.610624251,10261.0507156053,53291.5712612517,61270.7575698573,75829.0226691318,14778.143948878,16577.4885711405
"316.1","953",967316.748318751,69060.5739116961,2242894.58778922,3848.51922834852,80110.9852875227,6826.63050276039,2239.02897750071,2666.48149326866,266725.736779395,3001.96329055371,920545.795375597,13889.1884073543,661942.794118088,1358937.7603056,4182023.94513888,4776.12442555527
"316.1","524",2756862.48736112,431051.101161327,84256.9373634692,371715.736512169,8765.47732759303,7778.10074840849,18492.3493524942,33510.3385280272,254537.634993896,130326.269448242,5637.95722013609,1715801.18610576,1298182.25021484,2072090.79982847,103525.62751831,120576.621567161
"316.1","277",35006.4997176065,43129.2083252283,74523.6609762521,45135.1657091309,39573.4348362513,44931.6245528019,28054.8879446056,79809.5837246095,142119.664290422,245701.674771839,41819.2622681636,659824.146802203,384713.012256945,362572.141496312,116244.642185547,111816.314725216
"316.3","1883",690981.505953371,525281.808801271,258972.132202149,292802.313624925,156681.576735993,133791.32626831,115341.357201034,1146162.87082971,444787.92406983,585928.564696509,2942316.25522496,1368206.67949805,370120.440602413,742330.784493027,330567.845715528,936865.614234011
"316.2","746",336801.199565806,103355.262808931,81772.5606917165,67197.9130171875,9080.35300821978,6964.84052061674,6214.77540847931,29086.0259790979,1060371.54277778,72345.4076239617,4223.45363757554,209647.02349478,956680.731232636,619073.321452986,92119.12127648,81539.9344133787
"317.2","524",192074.854028321,208485.940490897,38253.9744371804,106053.719969758,80991.3905091595,57816.4943638392,102683.39564209,133185.371034459,200311.701366945,172400.097795138,3849.41158420764,350158.247528544,417436.826757816,469360.731019042,28469.5368418739,61547.9324522568
"317.1","273",119671.848442888,66824.7562395369,103115.618485438,85496.9051346985,30705.4938908807,45179.9417676175,14322.9105251397,17416.5019733371,53907.2937045677,69920.7738153665,44971.8056422087,71879.9788249513,182993.3275625,237835.490955076,113837.987790907,42732.9117236329
"317.1","952",684371.01976875,77368.4341834434,1722165.18374099,1995.59934677597,4574.07151760986,5321.37212713691,4957.15754361201,6821.96568737306,142262.542388076,74137.8500987411,923598.402488361,5498.74872455638,329827.630520832,4117718.42561251,4491753.37815104,6144.86621630037
"317.2","2058",38993.0818087218,77441.1973416119,184437.354846097,40125.9868757818,72989.2196153183,71507.0574578857,68906.0160406511,68502.4108138276,40094.3473695079,37393.7113945967,3530435.43251247,40230.2520294726,39502.4523945272,36248.5383791703,1295115.24567682,41648.0788496334
"317.3","1883",161698.247059571,108148.769241944,56411.1854882814,64425.2266121734,33599.0506002045,95852.9327202878,77253.7356863413,240051.598795902,118633.837310158,129453.522297091,594918.969656243,279326.922379981,89650.0183975973,151748.982418052,76178.5154198001,188144.831757203
"318.2","95",172810.965621524,259335.19104375,74440.5314865509,318520.736216518,92260.1513776507,74760.7017591594,285833.06703993,469761.420625,355859.271068115,914563.989305419,8118.95615559372,357504.258764649,832150.680210937,459397.341753567,531512.646309814,292901.298528181
"318.1","279",373533.977340495,388653.390572916,93230.0521484378,60839.8870095486,8265.50743792088,10614.2712137365,3549.70760047197,3676.52859211556,61113.0047796088,122873.737639329,4651.79102009519,94819.7389610878,403604.343265086,133792.570324208,98916.4383422853,40176.3990646701
"318.3","1910",343386.809502749,307165.923228387,92943.4960981552,161354.96553764,112706.334429733,113987.294127423,151022.803668423,58681.927779833,229934.033503418,340313.543449322,911839.63979004,942169.369490065,184162.491287603,465293.957465394,163367.064343633,457214.356820984
"319.1","254",968812.297370687,877502.062786906,85101.9683015952,82564.8672781808,1792802.6325,1928278.57096875,190057.253289449,1929999.81574597,165392.462825521,121008.254883336,4220.18387110299,23013.9725484557,1279038.7439375,1274176.10961914,252600.149202336,252752.447636719
"319.2","95",48162.7201677213,48938.5593796875,34583.5839728975,75206.2685870361,108843.605760335,103849.592140849,52061.6052674799,97945.4391636657,66290.3463691406,179529.422071289,31933.671447462,31281.7593705888,3243849.96040313,3414975.263775,187079.105119281,60346.4606061663
"319","949",3177249.18093751,1891609.64540157,2046695.70866286,25862.7172661472,2068963.44795,333086.818490087,1857.34381782126,4474.23801386796,24864.9202100384,46138.9711674728,772039.857974007,0,4371022.31457331,2022355.8200431,4942446.77965279,19706.4725245742
"319.3","1910",111370.035272141,68083.8679766845,83302.7743395987,52065.6735987848,29420.55208788,28701.35613121,36842.1786820913,15782.0855763256,96344.7871253238,77980.4522823168,256584.275114216,254944.517254026,64728.0124680495,107734.246780395,52309.9022108261,184055.514957116
"320","948",443868.637179989,265289.170134376,2559197.9780679,3336.26670129324,290136.11859375,52931.7003070539,152.348586683969,499.764071537043,4660.20086328409,7505.96802050266,1124187.71829177,0,605296.6229849,298363.434116379,6866259.03249998,1623.77998719525
